ObjectID,Date_Updated,F7_Day_MA_NA,New_Cases_NC,F7_Day_MA_NC,Doubling_Time,Curr_Hosp_Inpatients,F7_Day_MA_Hosp,Curr_ICU,F7_Day_MA_ICU,Curr_Ventilator,F7_Day_MA_Vent,Record_Status,New_Admissions,ACS_Admiss,DisplayDate,No_Data,NC_L7day
223,2020/10/06 21:00:00+00,13.85,95,75.85,293.19,85,78.71,27,25.28,16,13.85,Past,17,,,,499
224,2020/10/07 21:00:00+00,13.14,45,69,328.1,79,78.7,27,26,18,14.28,Past,12,,,,518
225,2020/10/08 21:00:00+00,13.14,78,71.28,269.203,80,78.28,28,26.28,18,15.14,Past,15,,,,449
226,2020/10/09 21:00:00+00,14.71,90,74,233.916,88,79.57,27,26.71,19,16,Past,25,,,,521
228,2020/10/10 21:00:00+00,14.43,34,64.14,621.044,84,81.29,28,27,16,16.28,Past,10,,,,545
229,2020/10/11 21:00:00+00,14.57,121,74.428,174.704,87,83,30,27.42,20,17.14,Past,14,,,,551
230,2020/10/12 21:00:00+00,14.71,82,77.857,258.829,89,84.57,32,28.42,22,18.42,Past,10,,,,604
231,2020/10/13 21:00:00+00,14.71,101,78.714,210.706,92,85.57,31,29,21,19.14,Past,17,,,,613
232,2020/10/14 21:00:00+00,14.57,98,86.28,217.878,90,87.14,35,30.14,21,19.57,Past,11,,,,632
233,2020/10/15 21:00:00+00,16,87,87.57,280.47,98,89.71,36,31.28,23,20.28,Past,25,,,,709
234,2020/10/16 21:00:00+00,16.14,109,90.28,275.2,103,91.86,32,32,21,20.57,Past,26,,,,636
235,2020/10/17 21:00:00+00,17,111,101.28,214.23,97,93.71,36,33.14,24,21.71,Past,16,,,,651
236,2020/10/18 21:00:00+00,17.71,48,90.85,253.66,100,95.57,30,34.42,24,22.28,Past,19,,,,656
237,2020/10/19 21:00:00+00,19.14,97,93,248.6,104,97.71,43,36,24,22.57,Past,20,,,,627
238,2020/10/20 21:00:00+00,20.43,106,93.71,247.79,118,101.43,45,38,23,22.85,Past,26,,,,639
239,2020/10/21 21:00:00+00,23.29,69,89.57,261.83,133,107.57,46,39.57,23,23.14,Past,31,,,,614
240,2020/10/22 21:00:00+00,22.57,99,91.28,258.2,132,112.43,44,40.71,20,22.71,Past,20,,,,585
241,2020/10/23 21:00:00+00,21.85,84,87.71,267.34,116,114.28,43,42.28,21,22.71,Past,21,,,,595
242,2020/10/24 21:00:00+00,22.14,82,83.57,277.9,115,116.85,42,43.14,19,22,Past,18,,,,600
243,2020/10/25 21:00:00+00,22.28,58,85,267.8,118,119.42,39,43.14,17,21,Past,20,,,,616
244,2020/10/26 21:00:00+00,21,102,85.71,266.82,114,120.85,43,43.14,18,20.14,Past,11,,,,623
245,2020/10/27 21:00:00+00,19.14,122,88,263.47,112,120,40,42.42,18,19.42,Past,13,,,,616
246,2020/10/28 21:00:00+00,18.71,76,89,260.12,114,117.28,39,41.42,20,19,Past,28,,,,613
247,2020/10/29 21:00:00+00,17.28,92,88,263.2,111,114.28,41,41,19,18.85,Past,10,,,,650
248,2020/10/30 21:00:00+00,17.85,81,87.57,265.3,112,113.71,41,40.71,20,18.71,Past,25,,,,669
249,2020/10/31 21:00:00+00,16.71,119,92.85,253.95,97,111.14,41,40.57,21,19,Past,10,,,,650
250,2020/11/01 21:59:59+00,17.42,77,95.57,241.39,105,109.28,42,41,18,19.14,Past,25,,,,676
251,2020/11/02 21:59:59+00,18.57,83,92.85,249.28,117,109.71,37,40.14,17,19,Past,19,,,,754
252,2020/11/03 21:59:59+00,20.14,148,96.57,245.16,126,111.71,41,40.28,15,18.57,Past,24,,,,805
253,2020/11/04 21:59:59+00,20,154,107.71,224.42,134,114.57,52,42.14,20,18.57,Past,27,,,,904
254,2020/11/05 21:59:59+00,22.28,143,115,212.6,132,117.57,52,43.71,20,18.71,Past,26,,,,873
255,2020/11/06 21:59:59+00,22.14,180,129.14,191.36,131,120.28,44,44.14,18,18.42,Past,24,,,,948
256,2020/11/07 21:59:59+00,24.85,88,124.71,201.87,129,124.85,44,44.57,21,18.42,Past,29,,,,1079
257,2020/11/08 21:59:59+00,25,152,135.42,181.85,135,129.14,45,45,21,18.85,Past,26,,,,1108
258,2020/11/09 21:59:59+00,25.71,214,154.14,158.53,140,132.42,45,46.14,22,19.57,Past,24,,,,1164
259,2020/11/10 21:59:59+00,25.71,177,158.28,155.56,145,135.14,51,47.57,25,21,Past,24,,,,1212
260,2020/11/11 21:59:59+00,26.71,210,166.28,150.47,156,138.28,52,47.57,20,21,Past,34,,,,1276
261,2020/11/12 21:59:59+00,27.71,191,173.14,145.35,163,142.71,57,48.28,28,22.14,Past,33,,,,1488
263,2020/11/13 21:59:59+00,28,244,182.28,141.07,164,147.42,62,50.85,31,24,Past,26,,,,1444
264,2020/11/14 21:59:59+00,29.28,300,212.57,115.05,177,154.28,61,53.28,30,25.28,Past,38,,,,1387
265,2020/11/15 21:59:59+00,30.14,108,206.28,125.28,187,161.71,60,55.42,31,26.71,Past,32,,,,1461
266,2020/11/16 21:59:59+00,30.28,157,198.14,131.83,182,167.71,64,58.14,32,28.14,Past,25,,,,1557
267,2020/11/17 21:59:59+00,32.42,251,208.71,126.82,196,175,65,60.14,39,30.14,Past,39,,,,1656
268,2020/11/18 21:59:59+00,32.14,306,222.42,122.29,204,181.85,63,61.71,36,32.42,Past,32,,,,1780
269,2020/11/19 21:59:59+00,33.57,290,236.57,116.79,213,189,72,63.85,37,33.71,Past,43,,,,1671
270,2020/11/20 21:59:59+00,35.14,368,254.28,112.55,212,195.85,77,66,43,35.42,Past,37,,,,1824
271,2020/11/21 21:59:59+00,33.28,191,238.71,119.99,205,199.85,74,67.85,44,37.42,Past,25,,,,1985
272,2020/11/22 21:59:59+00,33.2857,261,260.5714,101.902,210,203.1428,77,70.2857,45,39.4285,Past,32,,,,2100
273,2020/11/23 21:59:59+00,35,318,283.5714,91.3141,219,208.4286,72,71.4286,46,41.4286,Past,37,,,,1912
274,2020/11/24 21:59:59+00,37.5714,366,300,87.5039,239,214.5714,81,73.7143,47,42.57,Past,57,,,,1785
275,2020/11/25 21:59:59+00,37.1429,118,273.1429,107.5171,226,217.7143,74,75.2857,48,44.2857,Past,29,,,,1682
276,2020/11/26 21:59:59+00,33,163,255,118.18,209,217.14,80,76.42,47,45.71,Past,14,,,,1723
277,2020/11/27 21:59:59+00,33,265,240.2857,122.6165,218,218,81,77,45,46,Past,37,,,,1609
278,2020/11/28 21:59:59+00,33.1429,232,246.1429,120.012,215,219.4286,73,76.8571,40,45.4286,Past,26,,,,1623
279,2020/11/29 21:59:59+00,32,147,229.8571,131.9328,205,218.7143,69,75.7143,39,44.5714,Past,24,,,,1637
280,2020/11/30 21:59:59+00,31.7142,332,231.8571,131.9343,218,218.5714,75,76.1428,46,44.5714,Past,35,,,,1799
281,2020/12/01 21:59:59+00,30,380,233.8571,131.9915,234,217.8571,71,74.7143,43,44,Past,45,,,,1866
282,2020/12/02 21:59:59+00,30,280,257,114.37,222,217.28,73,74.57,41,43,Past,29,,,,1900
283,2020/12/03 21:59:59+00,32.8571,230,266.5714,108.5028,222,219.1429,75,73.8571,43,42.4286,Past,34,,,,2027
284,2020/12/04 21:59:59+00,32,299,271.4286,107.522,213,218.4286,76,73.1429,46,42.5714,Past,31,,,,2164
285,2020/12/05 21:59:59+00,32.7143,359,289.5714,102.3078,216,218.5714,81,74.2857,43,43,Past,31,,,,2104
286,2020/12/06 21:59:59+00,33.8571,284,309.1429,90.585,227,221.7143,77,75.4286,43,43.5714,Past,32,,,,2079
287,2020/12/07 21:59:59+00,35,272,300.5714,93.9084,246,225.7143,75,75.4286,44,43.2857,Past,43,,,,2055
288,2020/12/08 21:59:59+00,34.5714,355,297,95.2123,257,229,82,77,52,44.5714,Past,42,,,,2252
289,2020/12/09 21:59:59+00,37.1428,256,293.5714,97.322,265,235.1428,81,78.1428,42,44.7142,Past,47,,,,2335
290,2020/12/10 21:59:59+00,40,427,321.7142,89.9728,280,243.4285,79,78.7142,46,45.1428,Past,54,,,,2211
291,2020/12/11 21:59:59+00,43,382,333.5714,87.7089,272,251.8571,90,80.7143,46,45.1429,Past,52,,,,2232
292,2020/12/12 21:59:59+00,46.8571,235,315.8571,94.5179,289,262.2857,90,82,47,45.7142,Past,58,,,,2375
294,2020/12/13 21:59:59+00,47.1428,305,318.8571,94.2749,295,272,90,83.8571,56,47.5714,Past,34,,,,2633
295,2020/12/14 21:59:59+00,46.7142,415,339.2857,89.7189,301,279.8571,86,85.4285,46,47.8571,Past,40,,,,2744
296,2020/12/15 21:59:59+00,46.4286,613,376.1429,85.3071,297,285.5714,87,86.1429,44,46.7143,Past,40,,,,2862
297,2020/12/16 21:59:59+00,47.5714,367,392,81.1999,309,291.8571,96,88.2857,47,47.4286,Past,55,,,,2895
298,2020/12/17 21:59:59+00,49.5714,545,408.8571,79.6197,320,297.5714,94,90.4285,47,47.5714,Past,68,,,,2934
299,2020/12/18 21:59:59+00,49.7142,415,413.5714,79.4451,332,306.1428,92,90.7142,54,48.7142,Past,53,,,,3051
300,2020/12/19 21:59:59+00,48.1429,274,419.1429,77.9639,323,311,90,90.7143,50,49.1429,Past,47,,,,3173
301,2020/12/20 21:59:59+00,47.8571,422,435.8571,74.8289,316,314,84,89.8571,47,47.8571,Past,32,,,,3232
302,2020/12/21 21:59:59+00,50.1429,537,453.2857,73.0736,333,318.5714,84,89.5714,50,48.4286,Past,56,,,,3240
303,2020/12/22 21:59:59+00,54.4285,672,461.7142,72.9319,349,326,90,90,52,49.5714,Past,70,,,,3156
304,2020/12/23 21:59:59+00,57.5714,375,462.8571,73.5411,373,335.1428,94,89.7142,52,50.2857,Past,77,,,,2997
305,2020/12/24 21:59:59+00,55,461,450.85,75.7,361,341,95,89.85,55,51.42,Past,50,,,,3138
306,2020/12/25 21:59:59+00,56.28,256,428.14,83.58,363,345.42,106,91.85,62,52.57,Past,62,,,,2932
307,2020/12/26 21:59:59+00,57,415,448.2857,78.752,372,352.4286,119,96,66,54.8571,Past,52,,,,2922
308,2020/12/27 21:59:59+00,62,216,418.8571,90.3904,404,365,136,103.4285,70,58.1428,Past,67,,,,2947
309,2020/12/28 21:59:59+00,63.7143,527,417.4286,91.1075,422,377.7143,132,110.2857,77,62,Past,68,,,,3118
310,2020/12/29 21:59:59+00,63.42,697,421,91.28,434,389.85,138,117.14,72,64.85,Past,68,,,,3058
311,2020/12/30 21:59:59+00,63.71,546,445.43,87.92,434,398.57,140,123.71,81,69,Past,79,,,,3357
312,2020/12/31 21:59:59+00,68.1428,401,436.8571,90.226,448,411,138,129.8571,85,73.2857,Past,81,,,,3350
313,2021/01/01 21:59:59+00,69.2857,555,479.5714,80.7731,441,422.1429,131,133.4286,85,76.5714,Past,70,,,,3532
314,2021/01/02 21:59:59+00,72,408,478.5714,81.7935,453,433.7143,141,136.5714,84,79.1429,Past,71,,,,3757
315,2021/01/03 21:59:59+00,74.28,398,504.57,72.42,484,445.14,151,138.71,92,82.28,Past,83,,,,3624
316,2021/01/04 21:59:59+00,76.57,752,536.71,70.14,552,459.42,156,142.14,91,84.28,Past,84,,,,3741
317,2021/01/05 21:59:59+00,83.2857,564,517.7143,72.4719,574,479.4286,161,145.4286,99,88.1429,Past,115,,,,4219
318,2021/01/06 21:59:59+00,84.71,663,534.42,71.41,569,498.71,162,148.57,104,91.42,Past,89,,,,4256
319,2021/01/07 21:59:59+00,85.85,879,602.71,65.03,573,516.57,164,152.28,103,94,Past,89,,,,4312
320,2021/01/08 21:59:59+00,88.5714,592,608,65.1755,575,535.7143,157,156,105,96.8571,Past,89,,,,3914
321,2021/01/09 21:59:59+00,93.71,464,616,64.57,586,554.71,180,161.57,114,101.14,Past,107,,,,4117
322,2021/01/10 21:59:59+00,91.28,0,0,0,572,567.28,180,165.71,110,103.71,Past,66,,1/10/2021,0,4269
323,2021/01/11 21:59:59+00,87,955,588.14,40.95,564,573.28,180,169.143,106,105.85,Past,54,,,,4351
324,2021/01/12 21:59:59+00,87.28,716,609.85,49.15,601,577.14,190,173.28,104,106.57,Past,117,,,,4580
325,2021/01/13 21:59:59+00,85.57,745,621.57,48.84,607,582.57,185,176.57,104,106.57,Past,77,3,,,4678
326,2021/01/14 21:59:59+00,87.5714,1108,654.2857,47.9708,601,586.5714,186,179.7142,107,107.1428,Past,103,3,,,4509
327,2021/01/15 21:59:59+00,87.85,690,668.28,47.31,608,591.28,189,184.28,107,107.42,Past,91,4,,,4912
328,2021/01/16 21:59:59+00,85.29,295,644.14,55.75,607,594.29,182,184.57,97,105,Past,89,2,,,4643
329,2021/01/17 21:59:59+00,84.8571,403,701.7142,70.7284,591,597,176,184,105,104.2857,Past,63,0,,,4761
330,2021/01/18 21:59:59+00,88.2857,686,663.2857,73.7386,602,602.4286,176,183.4286,106,104.2857,Past,78,2,,,4750
331,2021/01/19 21:59:59+00,87.85,834,680.14,73.17,619,605,183,182.42,105,104.42,Past,114,11,,,4357
332,2021/01/20 21:59:59+00,86.43,734,678.57,73.94,604,604.57,181,181.86,108,105,Past,67,19,,,4207
333,2021/01/21 21:59:59+00,83.85,715,622.42,77.49,589,602.85,167,179.14,101,104.14,Past,85,25,,,4279
334,2021/01/22 21:59:59+00,82.57,540,601,80.69,587,599.85,169,176.28,107,104.14,Past,82,26,,,4181
335,2021/01/23 21:59:59+00,80.42,367,611.28,77.84,553,592.14,164,173.71,100,104.57,Past,74,25,,,4039
336,2021/01/24 21:59:59+00,82.85,305,597.28,84.05,574,589.71,167,172.42,96,103.28,Past,80,26,,,3907
337,2021/01/25 21:59:59+00,81.42,544,577,87.13,577,586.14,157,169.71,90,101,Past,68,28,,,3823
338,2021/01/26 21:59:59+00,77.14,702,558.14,89.1,572,579.42,162,166.71,96,99.71,Past,84,36,,,3815
339,2021/01/27 21:59:59+00,80,650,546.14,90.79,559,563.85,163,164.14,97,98.14,Past,87,42,,,3729
340,2021/01/28 21:59:59+00,80.42,707,545,91.4389,564,560.2857,153,162.1428,97,97.5714,Past,88,47,,,3632
341,2021/01/29 21:59:59+00,76.43,454,532.71,94.52,547,554.57,155,160.14,88,94.86,Past,54,49,,,3768
342,2021/01/30 21:59:59+00,75.14,270,518.85,102.19,520,549.8571,162,159.8571,99,94.7143,Past,65,50,,,3901
343,2021/01/31 21:59:59+00,72.28,441,538.28,96.47,514,544.28,153,157.85,99,95.14,Past,60,46,,,3880
344,2021/02/01 21:59:59+00,68.42,677,557.28,94.68,510,538.1429,151,157,103,97,Past,41,44,,,3772
345,2021/02/02 21:59:59+00,65.86,681,554.29,95.55,504,531.14,147,154.86,102,97.86,Past,66,47,,,3598
346,2021/02/03 21:59:59+00,62.57,542,538.86,98.29,499,522.57,148,152.71,101,98.43,Past,64,48,,,3406
347,2021/02/04 21:59:59+00,59.28,533,514,102.08,484,511.14,144,151.42,100,98.85,Past,65,43,,,3333
348,2021/02/05 21:59:59+00,60.14,262,486.57,114.36,483,502,136,148.71,85,98.42,Past,60,48,,,3100
349,2021/02/06 21:59:59+00,57.42,197,476.14,125.43,452,492.28,137,145.14,92,97.42,Past,46,40,,,2871
350,2021/02/07 21:59:59+00,54.85,208,442.85,144.38,446,482.57,132,142.14,92,96.42,Past,42,39,,,2536
351,2021/02/08 21:59:59+00,55.29,448,410.14,150.26,446,473.43,133,139.57,96,95.43,Past,44,39,,,2341
352,2021/02/09 21:59:59+00,53.29,346,362.29,160.96,424,462,132,137.43,94,94.29,Past,52,36,,,2095
353,2021/02/10 21:59:59+00,50.29,347,334.43,168.96,411,449.43,130,134.86,87,92.29,Past,43,35,,,2112
354,2021/02/11 21:59:59+00,48.14,287,299.28,181.13,384,435.14,116,130.85,67,87.57,Past,50,38,,,1915
355,2021/02/12 21:59:59+00,46.57,279,301.71,180.23,372,419.29,111,127.29,72,85.71,Past,49,36,,,0
356,2021/02/13 21:59:59+00,46.43,,,,364,406.71,109,123.29,74,83.14,Past,45,35,,0,0
357,2021/02/14 21:59:59+00,45.42,,,,364,395,110,120.14,71,80.14,Past,35,33,,0,0
358,2021/02/15 21:59:59+00,41.42,,,,364,383.28,109,116.71,70,76.42,Past,16,33,2/15/2021,0,0
359,2021/02/16 21:59:59+00,36.57,,,,366,375,112,113.86,74,73.57,Past,18,34,2/16/2021,0,0
360,2021/02/17 21:59:59+00,35.14,,,,383,371,111,111.14,71,71.29,Past,33,41,2/17/2021,0,0
361,2021/02/18 21:59:59+00,33.43,,,,392,372.14,114,110.86,76,72.57,Past,38,53,2/18/2021,0,0
362,2021/02/19 21:59:59+00,31,,,,370,371.86,115,111.43,78,73.43,Past,32,53,2/19/2021,0,0
363,2021/02/20 21:59:59+00,30.29,,,,356,370.71,114,112.14,75,73.57,Past,40,57,2/20/2021,0,0
364,2021/02/21 21:59:59+00,,271,,,340,,111,,60,,Past,35,52,2/21/2021,0,0
365,2021/02/22 21:59:59+00,,397,,,338,,104,,69,,Past,34,47,2/22/2021,0,0
367,2021/02/24 21:59:59+00,,237,,,304,,102,,71,,Past,35,37,2/24/2021,0,0
368,2021/02/23 21:59:59+00,,392,,,319,,112,,75,,Past,36,38,2/23/2021,0,0
369,2021/02/25 21:59:59+00,,212,,,285,,98,,62,,Past,35,37,2/25/2021,0,0
370,2021/02/26 21:59:59+00,,315,,,298,,101,,67,,Past,41,34,2/26/2021,0,0
371,2021/02/27 21:59:59+00,34.43,255,297,184.81,276,308.57,84,101.71,63,66.71,Past,25,33,2/27/2021,,0
372,2021/02/28 21:59:59+00,32.14,19,261,555.66,260,297.14,80,97.28,62,67,Past,19,31,2/28/2021,,1827
373,2021/03/01 21:59:59+00,29.42,265,242.14,565.61,248,284.28,76,93.28,58,65.42,Past,15,32,3/1/2021,,1695
374,2021/03/02 21:59:59+00,28.57,187,212.86,587.27,241,273.14,73,87.71,56,62.71,Past,30,36,3/2/2021,,1490
375,2021/03/03 21:59:59+00,28.14,186,205.57,596.7,242,264.29,74,83.71,53,60.14,Past,32,34,3/3/2021,,1439
376,2021/03/04 21:59:59+00,26.85,91,188.28,645.21,235,257.14,69,79.57,54,59,Past,26,33,3/4/2021,,1318
377,2021/03/05 21:59:59+00,26,82,155,714.52,233,247.85,68,74.85,48,56.28,Past,35,33,3/5/2021,,1085
378,2021/03/06 21:59:59+00,26.14,60,127.14,812.37,222,240.14,71,73,49,54.28,Past,26,29,3/6/2021,,890
379,2021/03/07 21:59:59+00,27,131,143.14,472.79,225,235.14,73,72,50,52.57,Past,25,29,3/7/2021,,1002
380,2021/03/08 21:59:59+00,29.28,104,120.14,517.94,228,232.28,72,71.42,55,52.14,Past,31,28,3/8/2021,,841
381,2021/03/09 21:59:59+00,28.42,113,109.57,545.27,220,229.28,72,71.28,43,50.28,Past,24,26,3/9/2021,,767
386,2021/03/10 21:59:59+00,26.85,227,115.42,538.22,217,225.71,71,70.85,42,48.71,Past,21,23,3/10/2021,,808
387,2021/03/11 21:59:59+00,25.57,149,123.71,506.13,202,221,68,70.71,40,46.71,Past,17,21,3/11/2021,,866
388,2021/03/12 21:59:59+00,23.71,98,126,491.81,197,215.86,69,70.86,39,45.43,Past,22,20,3/12/2021,,882
389,2021/03/13 21:59:59+00,23,79,128.71,462.28,178,209.57,65,70,42,44.42,Past,21,15,3/13/2021,,901
390,2021/03/14 21:00:00+00,22,77,121,462.29,180,203.14,63,68.57,41,43.14,Past,18,14,3/14/2021,,847
391,2021/03/15 21:00:00+00,19.85,184,132.42,472.83,182,196.57,61,67,40,41,Past,16,14,3/15/2021,,927
392,2021/03/16 21:00:00+00,18.85,106,131.42,478.19,173,189.85,61,65.42,39,40.42,Past,17,11,3/16/2021,,920
393,2021/03/17 21:00:00+00,20.71,56,107,583.22,179,184.43,62,64.14,37,39.71,Past,34,9,3/17/2021,,749
394,2021/03/18 21:00:00+00,22,85,97.85,623.05,177,180.85,57,62.57,34,38.85,Past,26,6,3/18/2021,,685
395,2021/03/19 21:00:00+00,21.42,95,97.42,626.26,170,177,55,60.57,31,37.71,Past,18,4,3/19/2021,,682
396,2021/03/20 21:00:00+00,21.71,97,100,608.8,158,174.14,57,59.42,36,36.85,Past,23,1,3/20/2021,,700
397,2021/03/21 21:00:00+00,21.57,85,101.14,600.17,150,169.86,55,58.29,34,35.86,Past,17,0,3/21/2021,,708
398,2021/03/22 21:00:00+00,22,115,91.28,626.04,151,165.42,59,58,37,35.42,Past,19,0,3/22/2021,,639
399,2021/03/23 21:00:00+00,22.429,64,85.286,675.132,154,162.714,62,58.143,37,35.143,Past,20,0,3/23/2021,,597
400,2021/03/24 21:00:00+00,22,124,95,599.452,158,159.714,59,57.714,37,35.143,Past,31,0,3/24/2021,,665
401,2021/03/25 21:00:00+00,21.14,106,98,581.94,160,157.29,57,57.71,35,35.29,Past,20,0,3/25/2021,,686
402,2021/03/26 21:00:00+00,20.286,59,92.857,633.145,152,154.714,54,57.571,33,33.571,Past,12,0,3/26/2021,,650
403,2021/03/27 21:00:00+00,19.143,167,102.857,599.824,146,153,57,57.571,31,34.857,Past,15,0,3/27/2021,,720
404,2021/03/28 21:00:00+00,18.857,79,102,607.715,148,152.714,55,57.571,29,34.143,Past,15,0,3/28/2021,,714
405,2021/03/29 21:00:00+00,18.857,87,98,630.418,149,152.429,57,57.286,30,33.143,Past,19,0,3/29/2021,,686
406,2021/03/30 21:00:00+00,18.143,91,101.857,594.869,141,150.571,46,55,31,32.286,Past,15,0,3/30/2021,,713
407,2021/03/31 21:00:00+00,17.429,132,103,591.578,146,148.857,52,54,31,31.429,Past,26,0,3/31/2021,,721
408,2021/04/01 21:00:00+00,16.429,107,103,591.571,141,146.143,54,53.571,29,30.571,Past,13,0,4/1/2021,,722
409,2021/04/02 21:00:00+00,18.143,98,108.714,539.279,139,144.286,56,53.857,29,30,Past,24,0,4/2/2021,,761
410,2021/04/03 21:00:00+00,19.714,71,95,604.039,138,143.143,59,54.143,28,29.571,Past,26,0,4/3/2021,,665
411,2021/04/04 21:00:00+00,19,0,83.714,504.257,134,141.143,51,53.571,20,28.286,Past,10,0,4/4/2021,0,586
412,2021/04/05 21:00:00+00,18.714,152,93,465.857,142,140.143,49,52.429,22,27.143,Past,17,0,4/5/2021,,651
413,2021/04/06 21:00:00+00,19.268,142,100.286,435.138,136,139.429,47,52.571,24,26.143,Past,19,0,4/6/2021,,702
414,2021/04/07 21:00:00+00,18.857,135,100.714,434.327,140,138.571,51,52.429,24,25.143,Past,23,0,4/7/2021,,705
415,2021/04/08 21:00:00+00,19.857,109,116.286,507.65,139,138.286,47,51.429,21,24,Past,20,0,4/8/2021,,707
416,2021/04/09 21:00:00+00,17.857,92,100.143,439.663,131,137.143,48,50.286,19,22.571,Past,10,0,4/9/2021,,701
417,2021/04/10 21:00:00+00,17,149,111.286,381.575,127,135.571,43,48,17,21,Past,20,0,4/10/2021,,779
418,2021/04/11 21:00:00+00,18.143,174,136.143,427.708,130,135,43,46.857,20,21,Past,18,0,4/11/2021,,953
419,2021/04/12 21:00:00+00,18.286,107,129.714,450.593,134,133.857,41,45.714,20,20.714,Past,18,0,4/12/2021,,888
420,2021/04/13 21:00:00+00,17.143,89,122.143,485.014,131,133.143,38,44.429,20,20.143,Past,11,0,4/13/2021,,855
421,2021/04/14 21:00:00+00,17.429,157,125.286,477.935,135,132.429,36,42.286,18,19.286,Past,25,0,4/14/2021,,877
422,2021/04/15 21:00:00+00,16.857,110,125.429,478.065,129,131,38,41,18,18.857,Past,16,0,4/15/2021,,878
423,2021/04/16 21:00:00+00,20.714,93,125.571,478.074,138,132,41,40,23,19.429,Past,37,0,4/16/2021,,879
424,2021/04/17 21:00:00+00,22.143,136,123.714,483.861,145,134.571,40,39.571,22,20.143,Past,30,0,4/17/2021,,866
425,2021/04/18 21:00:00+00,22.429,61,107.571,570.74,146,136.857,40,39.143,22,20.429,Past,20,0,4/18/2021,,753
426,2021/04/19 21:00:00+00,21.571,143,115.571,535.056,144,138.286,42,39.286,21,20.571,Past,12,0,4/19/2021,,809
427,2021/04/20 21:00:00+00,22.571,128,118.286,524.721,137,139.143,39,39.429,20,20.571,Past,18,0,4/20/2021,,828
428,2021/04/21 21:00:00+00,22.571,81,107.429,573.937,151,141.429,40,40,19,20.714,Past,25,0,4/21/2021,,752
429,2021/04/22 21:00:00+00,22.429,49,98.714,666.914,146,143.857,34,39.429,18,20.714,Past,15,0,4/22/2021,,691
430,2021/04/23 21:00:00+00,20.714,86,97.714,674.799,144,144.714,39,39.143,20,20.286,Past,25,0,4/23/2021,,684
431,2021/04/24 21:00:00+00,19.286,53,85.857,769.363,137,143.571,39,39,20,20,Past,20,0,4/24/2021,,601
432,2021/04/25 21:00:00+00,17.429,72,87.429,749.876,128,141,40,39,19,19.571,Past,7,0,4/25/2021,,612
433,2021/04/26 21:00:00+00,19.143,95,80.571,779.211,138,140.143,46,39.571,22,19.714,Past,24,0,4/26/2021,,564
434,2021/04/27 21:00:00+00,18.286,151,83.857,769.905,131,139.286,48,40.857,23,20.143,Past,12,0,4/27/2021,,587
435,2021/04/28 21:00:00+00,18.571,95,85.857,755.7,137,137.286,47,41.857,25,21,Past,27,0,4/28/2021,,601
436,2021/04/29 21:00:00+00,19.143,105,93.857,667.51,135,135.714,47,43.714,24,21.857,Past,19,0,4/29/2021,,657
437,2021/04/30 21:00:00+00,18.857,82,93.286,672.939,133,134.143,46,44.714,27,22.857,Past,23,0,4/30/2021,,653
438,2021/05/01 21:00:00+00,18.429,63,94.714,649.512,128,132.857,43,45.286,25,23.571,Past,17,0,5/1/2021,,663
439,2021/05/02 21:00:00+00,19.143,46,91,715.12,115,131,44,45.857,26,24.571,Past,12,0,5/2/2021,,637
440,2021/05/03 21:00:00+00,17.286,78,88.571,734.706,115,127.714,44,45.571,23,24.714,Past,11,0,5/3/2021,,620
441,2021/05/04 21:00:00+00,17.429,40,72.714,886.778,112,125,46,45.286,24,24.857,Past,13,0,5/4/2021,,509
442,2021/05/05 21:00:00+00,16.286,92,72.286,890.148,111,121.286,45,45,26,25,Past,19,0,5/5/2021,,506
443,2021/05/06 21:00:00+00,15.714,75,68,922.119,105,117,37,43.571,18,24.143,Past,15,0,5/6/2021,,476
444,2021/05/07 21:00:00+00,14.857,82,68,922.699,103,112.714,36,42.143,20,23.143,Past,17,0,5/7/2021,,476
445,2021/05/08 21:00:00+00,14.571,67,68.571,915.607,105,109.429,36,41.143,19,22.286,Past,15,0,5/8/2021,,480
446,2021/05/09 21:00:00+00,14.571,19,64.714,1172.693,101,107.429,31,39.286,19,21.286,Past,12,0,5/9/2021,,453
447,2021/05/10 21:00:00+00,16,101,68,1149.071,109,106.571,31,37.429,17,20.429,Past,21,0,5/10/2021,,476
448,2021/05/11 21:00:00+00,17,60,70.857,1081.093,101,105,32,35.429,17,19.429,Past,20,0,5/11/2021,,496
449,2021/05/12 21:00:00+00,16.714,83,69.571,1091.422,108,104.571,39,34.571,18,18.286,Past,17,0,5/12/2021,,487
450,2021/05/13 21:00:00+00,17.429,56,66.857,1129.684,114,105.857,39,34.857,20,18.571,Past,20,0,5/13/2021,,468
451,2021/05/14 21:00:00+00,17.286,60,63.714,1167.459,111,107,37,35,20,18.571,Past,16,0,05/14/2021,,446
452,2021/05/15 21:00:00+00,17,0,54.143,1043.854,100,106.286,37,35.143,19,18.571,Past,13,0,5/15/2021,,379
453,2021/05/16 21:00:00+00,15.857,0,51.429,607.633,89,104.571,31,35.143,18,18.429,Past,4,0,5/16/2021,0,360
454,2021/05/17 21:00:00+00,13.857,105,52,604.849,85,101.143,29,34.857,17,18.429,Past,7,0,5/17/2021,,364
455,2021/05/18 21:00:00+00,12.714,37,48.714,691.826,81,98.286,28,34.286,14,18,Past,12,0,5/18/2021,,341
